2025-09-05,stockCode,publishDate,stockName,style,hasPosition,Current drawdown,Largest drawdown,fall_to_lowest_drawdown,pe,pe10pos,pb,pb10pos,roe,div,funds
港股,HSCGSI,2015-08-17,恒生消费指数,价值,,-41.19%,-60.18%,-32.29%,1.9e+01,84.42%,3.1,84.42%,16.32%,3.26%,"景顺长城恒生消费ETF（QDII）(513970), 嘉实恒生消费ETF发起联接（QDII）A(018200), 嘉实恒生消费ETF发起联接（QDII）C(018201), 广发恒生消费（QDII-ETF）(159699), 景顺长城恒生消费ETF联接（QDII）A(019102), 景顺长城恒生消费ETF联接（QDII）C(019103), 广发恒生消费ETF发起式联接（QDII）A(020743), 广发恒生消费ETF发起式联接（QDII）C(020744), 中欧恒生消费指数发起（QDII）A(023242), 中欧恒生消费指数发起（QDII）C(023243), 华泰柏瑞恒生消费ETF发起式联接A(024189), 华泰柏瑞恒生消费ETF发起式联接C(024190), 永赢恒生消费指数发起（QDII）A(024393), 永赢恒生消费指数发起（QDII）C(024394)"
港股,HSCSOE,2023-01-01,恒生中国央企指数,价值,,-2.53%,-25.23%,-23.29%,7.6,91.96%,0.73,91.96%,9.61%,5.34%,"鹏华恒生中国央企ETF（QDII)(513170), 鹏华恒生中国企业ETF发起式联接A(023222), 鹏华恒生中国企业ETF发起式联接C(023223)"
港股,HSHCI,2015-08-17,恒生医疗保健指数,成长,,-44.66%,-75.99%,-56.61%,3.2e+01,76.30%,3.2,76.30%,10.00%,0.85%,"博时恒生医疗保健(QDII-ETF)(513060), 博时恒生医疗保健ETF发起式联接(QDII)A(014424), 博时恒生医疗保健ETF发起式联接(QDII)C(014425), 嘉实恒生医疗保健ETF发起联接（QDII）A(018432), 嘉实恒生医疗保健ETF发起联接（QDII）C(018433), 大成恒生医疗保健ETF发起式联接（QDII）A(024055), 大成恒生医疗保健ETF发起式联接（QDII）C(024056)"
港股,HSHKBIO,2019-12-01,恒生生物科技指数,成长,*,-38.45%,-75.58%,-60.32%,3.1e+01,64.60%,3.4,64.60%,10.97%,0.84%,"华夏恒生生物科技ETF（QDII）(159892), 汇添富恒生生物科技ETF(513280), 南方恒生生物科技ETF（QDII）(159615), 华夏恒生生物科技ETF发起式联接（QDII）A(016970), 华夏恒生香港上市生物科技ETF发起式联接（QDII）C(016971), 南方恒生生物科技ETF发起联接（QDII）A(018078), 南方恒生香港上市生物科技ETF发起联接（QDII）C(018079), 汇添富恒生生物科技ETF发起式联接（QDII）A(020634), 汇添富恒生香港上市生物科技ETF发起式联接（QDII）C(020635), 华安恒生生物科技指数发起式（QDII）A(021658), 华安恒生香港上市生物科技指数发起式（QDII）C(021659)"
港股,HSHYLV,2017-05-08,恒生港股通高股息低波动指数,价值,,-7.51%,-49.75%,-45.67%,7.1,62.96%,0.64,62.96%,9.01%,5.74%,"富国恒生港股通高股息低波动ETF（QDII）(513950), 富国恒生港股通高股息低波动ETF发起式联接A(019260), 富国恒生港股通高股息低波动ETF发起式联接C(019261), 易方达恒生港股通高股息低波动ETF(159545), 易方达恒生港股通高股息低波动ETF联接发起式A(021457), 易方达恒生港股通高股息低波动ETF联接发起式C(021458), 招商恒生港股通高股息低波动ETF(520550), 天弘恒生港股通高股息低波动指数A(023410), 天弘恒生港股通高股息低波动指数C(023411), 招商恒生港股通高股息低波动ETF发起式联接A(024029), 招商恒生港股通高股息低波动ETF发起式联接C(024030)"
港股,HSI,1989-03-09,恒生指数,宽基,,-23.33%,-55.70%,-42.22%,1.2e+01,79.23%,1.2,79.23%,10.00%,3.44%,"南方恒生指数ETF联接C(005659), 南方恒生指数ETF联接（LOF）A(501302), 华夏恒生ETF(159920), 华夏沪港通恒生ETF(513660), 华夏恒生ETF联接A(000071), 华夏恒生ETF联接C(006381), 华夏沪港通恒生ETF联接C(005734), 大成恒生指数（QDII-LOF）A(160924), 汇添富恒生指数（QDII-LOF）A(164705), 南方恒生指数ETF(513600), 华夏沪港通恒生ETF联接A(000948), 汇添富恒生指数(QDII-LOF) C(010789), 大成恒生指数（QDII-LOF）C(015546)"
港股,HSIII,2020-07-20,恒生互联网科技业指数,成长,,-56.09%,-75.77%,-44.82%,2e+01,34.01%,3.1,34.01%,15.50%,1.01%,"华夏恒生互联网科技业ETF（QDII）(513330), 华夏恒生互联网科技业ETF发起式联接（QDII）A(013171), 华夏恒生互联网科技业ETF发起式联接（QDII）C(013172), 华安恒生互联网科技业ETF（QDII）(159688), 万家恒生互联网科技业ETF发起式联接（QDII）A(018475), 华泰紫金恒生互联网科技业指数型发起基金(QDII)A(018523), 万家恒生互联网科技业ETF发起式联接（QDII）C(018476), 华泰紫金恒生互联网科技业指数型发起基金(QDII)C(018524), 华安恒生互联网科技业ETF发起式联接（QDII）A(019936), 华安恒生互联网科技业ETF发起式联接（QDII）C(019937), 华夏恒生互联网科技业ETF发起式联接（QDII）D(023764)"
港股,HSISC,2024-03-01,恒指港股通指数,,,-1.88%,-15.45%,-13.83%,1.1e+01,91.67%,1.2,91.67%,10.91%,3.51%,富国恒指港股通ETF发起式联接(025224)
港股,HSMCHYI,2019-09-01,恒生中国内地企业高股息率指数,价值,,-25.54%,-56.41%,-41.46%,7.2,86.32%,0.73,86.32%,10.14%,5.39%,"华夏恒生中国内地企业高股息率ETF(159726), 华夏恒生中国内地企业高股息率ETF发起式联接A(017610), 华夏恒生中国内地企业高股息率ETF发起式联接C(017611)"
港股,HSMI,2001-10-03,恒生综合中型股指数,价值,,-21.71%,-55.37%,-42.99%,1.5e+01,68.55%,1.1,68.55%,7.33%,3.21%,"广发恒生中型股指数C(004996), 广发恒生中型股指数（LOF）A(501303), 广发恒生中型股指数（LOF）E(018238)"
港股,HSML25,2003-01-20,恒生中国(香港上市)30指数,价值,,-20.81%,-59.55%,-48.92%,9.9,55.44%,1.1,55.44%,11.11%,3.46%,"华宝香港大盘C(006355), 香港大盘LOF(501301)"
港股,HSSCHKY,2019-11-01,恒生港股通高股息率指数,价值,*,-30.34%,-56.74%,-37.90%,7.3,86.89%,0.68,86.89%,9.32%,5.62%,"博时恒生高股息ETF(513690), 博时恒生高股息ETF发起式联接A(014519), 博时恒生高股息ETF发起式联接C(014520), 鹏华恒生港股通高股息率指数发起式A(023070), 鹏华恒生港股通高股息率指数发起式C(023071)"
港股,HSSCNE,2018-01-08,恒生港股通新经济指数,成长,,-33.47%,-67.84%,-51.66%,2.4e+01,83.01%,3.5,83.01%,14.58%,0.93%,"嘉实港股通新经济指数(LOF)A(501311), 嘉实港股通新经济指数(LOF)C(006614)"
港股,HSSI,2001-10-03,恒生综合小型股指数,价值,,-41.58%,-69.39%,-47.60%,2.2e+01,61.40%,1.0,61.40%,4.55%,2.72%,"易方达香港恒生综合小型股指数（QDII-LOF）C(006263), 易方达香港恒生综合小型股指数（QDII-LOF）A(161124)"
港股,HSSSHID,2020-03-01,恒生沪深港创新药精选50指数,成长,,-26.54%,-64.78%,-52.06%,3.4e+01,61.09%,4.3,61.09%,12.65%,0.72%,"天弘恒生沪深港创新药精选50ETF(517380), 天弘恒生沪深港创新药精选50ETF发起联接A(014564), 天弘恒生沪深港创新药精选50ETF发起联接C(014565)"
港股,HSTECH,2020-07-01,恒生科技指数,成长,,-48.04%,-74.40%,-50.73%,2.2e+01,67.59%,3.2,67.59%,14.55%,1.04%,"易方达恒生科技ETF（QDII）(513010), 大成恒生科技ETF（QDII）(159740), 恒生科技(513130), 华安恒生科技ETF(513580), 华夏恒生科技ETF（QDII）(513180), 博时恒生科技ETF（QDII）(159742), 天弘恒生科技指数A(012348), 嘉实恒生科技ETF（QDII）(159741), 广发恒生科技ETF联接（QDII）A(012804), 大成恒生科技ETF发起式联接A(012979), 天弘恒生科技指数C(012349), 华夏恒生科技ETF发起式联接（QDII）A(013402), 汇添富恒生科技ETF联接发起式（QDII）A(013127), 广发恒生科技ETF联接（QDII）C(012805), 华夏恒生科技ETF发起式联接（QDII）C(013403), 大成恒生科技ETF发起式联接C(012980), 摩根恒生科技ETF(QDII)(513890), 博时恒生科技ETF发起式联接（QDII）A(014438), 汇添富恒生科技ETF联接发起式（QDII）C(013128), 博时恒生科技ETF发起式联接（QDII）C(014439), 易方达恒生科技ETF联接（QDII）A(013308), 华安恒生科技ETF发起式联接（QDII）A(015282), 华安恒生科技ETF发起式联接（QDII）C(015283), 汇添富恒生科技ETF(513260), 易方达恒生科技ETF联接（QDII）C(013309), 华泰柏瑞恒生科技ETF联接（QDII）A(015310), 建信恒生科技指数发起（QDII）A(012570), 华泰柏瑞恒生科技ETF联接（QDII）C(015311), 建信恒生科技指数发起（QDII）C(012571), 摩根恒生科技ETF发起式联接(QDII)A(018577), 摩根恒生科技ETF发起式联接(QDII)C(018578), 南方恒生科技指数发起（QDII）A(020988), 南方恒生科技指数发起（QDII）C(020989), 华安恒生科技ETF发起式联接（QDII）I(022647), 华泰柏瑞恒生科技ETF联接（QDII）I(022680), 中欧恒生科技指数发起(QDII)A(023034), 中欧恒生科技指数发起(QDII)C(023035), 华夏恒生科技ETF发起式联接（QDII）D(023763), 长城恒生科技指数（QDII）A(024148), 西部利得恒生科技指数（QDII）A(024166), 长城恒生科技指数（QDII）C(024149), 西部利得恒生科技指数（QDII）C(024167)"
